
Tathāgatagarbhasūtra,/polyglotta/index.php?page=volume&bid=2&vid=53&entity=53&kid=53
Vajracchedikā Prajñāpāramitā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=21af821c-0cb2-11df-9e60-00215aecadea
Vimalakīrtinirdeśa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=21af83a2-0cb2-11df-9e60-00215aecadea
Buddhāvataṃsaka 11: Proto-Buddhāvataṃsaka (Buddhanāmanirdeśa),http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=096a6dfb-6e39-11e8-8a71-0050569f23b2
Buddhāvataṃsaka 30: Daśabhūmikasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=e2da7c54-bb74-11e7-8793-0050569f23b2
Buddhāvataṃsaka 42-44: Gaṇḍavyūhasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=6192b7c0-9318-11eb-a1c5-005056a97067
"MSV 1,00: Vinayavastūddāna: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=695504c4-eafe-11e3-942f-001cc4ddf0f4
"MSV 1,01: Pravrajyāvastu",https://www2.hf.uio.no/polyglotta/index.php?page=volume&vid=499
"MSV 1,02: Poṣadhavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=4642c78b-0953-11e4-b846-001cc4ddf0f4
"MSV 1,03: Pravāraṇāvastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=96085a60-10b3-11e4-b7a1-001cc4ddf0f4
"MSV 1,04: Varṣāvastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=8f908be4-1b55-11e4-856a-001cc4ddf0f4
"MSV 1,05: Carmavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=215bbadc-27f2-11e4-856a-001cc4ddf0f4
"MSV 1,06: Bhaiṣajyavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=c8f80f3a-e65e-11e3-942f-001cc4ddf0f4
"MSV 1,07: Cīvaravastu",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=b67610d2-dd58-11ea-bba8-0050569f23b2
"MSV 1,08: Kaṭhinavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=076db989-e661-11e3-942f-001cc4ddf0f4
"MSV 1,09: Kośāmbakavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=405e3a68-e661-11e3-942f-001cc4ddf0f4
"MSV 1,10: Karmavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=30400045-e664-11e3-942f-001cc4ddf0f4
"MSV 1,11: Pāṇḍulohitakavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=bf05124b-1f9e-11e4-856a-001cc4ddf0f4
"MSV 1,12: Pudgalavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=976155db-e670-11e3-942f-001cc4ddf0f4
"MSV 1,13: Pārivāsikavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=fbec8dc4-e674-11e3-942f-001cc4ddf0f4
"MSV 1,14: Poṣadhasthāpanavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=67ee8224-e678-11e3-942f-001cc4ddf0f4
"MSV 1,15: Śayanāsanavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=c731f7b3-e678-11e3-942f-001cc4ddf0f4
"MSV 1,16: Adhikaraṇavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=5a23c4ea-e67a-11e3-942f-001cc4ddf0f4
"MSV 1,17: Saṃghabhedavastu",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=3ab31baf-e67b-11e3-942f-001cc4ddf0f4
"MSV 2,0: Prātimokṣasūtra",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=fd8b49ba-2f1f-11e3-942f-001cc4ddf0f4
"MSV 2,01: Vinayavibhaṅga: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ffd40f6a-0038-11e4-a105-001cc4ddf0f4
"MSV 3,0: Bhikṣuṇīprātimokṣa",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=35cd475d-31c9-11e3-942f-001cc4ddf0f4
"MSV 3,01: Bhikṣuṇīvibhaṅga:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=6c1d9374-e694-11e3-942f-001cc4ddf0f4
"MSV 4,00: Kṣudrakavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=dedcff37-e69d-11e3-942f-001cc4ddf0f4
"MSV 5,00: Uttaragrantha 1:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=8943f83d-e69e-11e3-942f-001cc4ddf0f4
"MSV 6,00: Uttaragrantha 2:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=568973c0-e69f-11e3-942f-001cc4ddf0f4
"MSV 6,01: Upāliparipṛcchā:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=cf7aafe5-e69f-11e3-942f-001cc4ddf0f4
"MSV 6,02: Vinīta:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=1f7d9fdf-e6a0-11e3-942f-001cc4ddf0f4
"MSV 6,03: Ekottara:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=eb4982f1-eafc-11e3-942f-001cc4ddf0f4
"MSV 6,04: Pañcaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=f6c2044d-e6a0-11e3-942f-001cc4ddf0f4
"MSV 6,05: Ṣoḍaśaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=26b0b994-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,06: Nidāna:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=9aa32067-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,07: Muktaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ee5c75fe-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,08: Kathāvastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=48f2d8fe-e6a2-11e3-942f-001cc4ddf0f4
"MSV 6,09: Māṇavika:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ca671370-e6a2-11e3-942f-001cc4ddf0f4
"MSV 6,10: Mātṛkā:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=09086059-eafb-11e3-942f-001cc4ddf0f4
"MSV 7,00: Conclusion",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=fd13ec04-e6a4-11e3-942f-001cc4ddf0f4
Saṅghabhedavastu,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=0ad7dc54-0550-11e1-ab97-001cc4df1abe
Asaṅga/Maitreya: Mahāyānasūtrālaṃkāra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=8ec2a130-6e5a-11e0-be58-001cc4df1abe
Asaṅga/Maitreya: Ratnagotravibhāga,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=5610dfd4-5cc5-11df-870c-00215aecadea
Asaṅga: Abhidharmasamuccaya,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=64064ed8-3f39-11e0-8f33-001cc4df1abe
Asaṅga: Triśatikāyāḥ Prajñāpāramitāyāḥ Kārikāsaptatiḥ,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=3407a6c4-49d8-11e0-8f33-001cc4df1abe
Candrakīrti: Madhyamakāvatāra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=32c7b633-70e7-11e9-8a71-0050569f23b2
Nāgārjuna: Mūlamadhyamakakārikā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=3728f1de-4a68-11df-870c-00215aecadea
Nāgārjuna: Ratnāvalī,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=7cc8717a-68d5-11df-870c-00215aecadea
Nāgārjuna: Vigrahavyāvartanīvṛtti,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=73124440-6fdc-11df-870c-00215aecadea
Śāntideva: Bodhicaryāvatāra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=433c2dda-4412-11df-870c-00215aecadea
Unknown: Dhammapada,/polyglotta/index.php?page=volume&bid=2&vid=80&entity=80&kid=80
Unknown: Udānavarga,/polyglotta/index.php?page=volume&bid=2&vid=71&entity=71&kid=71
Vasubandhu: Abhidharmakośabhāṣya,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=9f3907f3-f0ba-11e4-bbf3-001cc4ddf0f4
Vasubandhu: Triṃśikāvijñapti,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=acb95bd3-d16e-11e3-942f-001cc4ddf0f4
Viśeṣamitra: Vinayasaṃgraha,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=630ee7aa-3beb-11e3-942f-001cc4ddf0f4
Mātṛceṭa: Śatapañcāśatka,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=1ffd382c-f9a2-11e0-ab97-001cc4df1abe
Mātṛceṭa: Varṇārhavarṇastotra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=a4d822e4-ec20-11e0-ab97-001cc4df1abe
Tārānamaskāraikaviṃśatistotra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=dc3d62e8-935a-11e8-8a71-0050569f23b2
Aśvaghoṣa: Buddhacarita,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=811cb982-e7a7-102d-829a-001cc4df1abe
Aśvaghoṣa: Saundarananda,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=1acff36c-b346-11e5-99e8-001cc4ddf0f4
Suvarṇavarṇāvadāna,/polyglotta/index.php?page=volume&bid=2&vid=38&entity=38&kid=38
TYKYN,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=0e343d6c-85f2-11e6-98cc-0050569f23b2
Schøyen Collection: Brāhmī,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=5cb35f30-fd41-11e3-a105-001cc4ddf0f4
"Schøyen Collection: Brāhmī, published",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=b13aade9-7376-11e6-98cc-0050569f23b2
Schøyen Collection: Khāroṣṭhī,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=a2bd3d2a-fd38-11e3-a105-001cc4ddf0f4
Grammar of Buddhist Chinese,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=be4b6901-25c2-11e7-ba66-0050569f23b2
Mahāvyutpatti with sGra sbyor bam po gñis pa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=df48f72e-af99-11df-b371-001cc4df1abe
name,ref
Akṣayamatinirdeśa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=5fb208a3-189e-11e4-856a-001cc4ddf0f4
Aṣṭasāhasrikā Prajñāpāramitā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=71f3de9e-5528-11e4-856a-001cc4ddf0f4
Bhaiṣajyagurupūrvapraṇidhānasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=cb4f2a81-88f2-11e7-8793-0050569f23b2
Bodhisatvacaryānirdeśa,/polyglotta/index.php?page=volume&bid=2&vid=30&entity=30&kid=30
Bodhisatvapiṭaka,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=4a5cac90-976f-11e1-ab97-001cc4df1abe
"Bodhisatvapiṭaka, BMSC IV",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=862f2eb4-2655-11e5-99e8-001cc4ddf0f4
Brahmaśrīvyākaraṇa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=72059147-baca-11e1-82eb-001cc4ddf0f4
Buddhanāmanirdeśa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=096a6dfb-6e39-11e8-8a71-0050569f23b2
Daśabhūmikasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=e2da7c54-bb74-11e7-8793-0050569f23b2
"Dīrghāgama, sūtras no. 35-41",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=b7e8f921-01f7-11e4-a105-001cc4ddf0f4
Drāmiḍāvidyārājā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=273b48f7-bded-11e1-b349-001cc4ddf0f4
Gaganagañjaparipṛcchā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=69c1ca55-ca79-11e5-99e8-001cc4ddf0f4
Gaṇḍavyūhasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=6192b7c0-9318-11eb-a1c5-005056a97067
Gaṅgottaraparipṛcchā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ea446c56-b3d4-11e1-82eb-001cc4ddf0f4
Kāśyapaparivarta,/polyglotta/index.php?page=volume&bid=2&vid=21&entity=21&kid=21
Khaḍgaviṣāṇasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=777d34a6-9184-11e7-8793-0050569f23b2
Laṅkāvatārasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=bb1c0dc1-83ae-11e4-856a-001cc4ddf0f4
Maitreyavyākaraṇa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=dab3b673-62b7-11e6-98cc-0050569f23b2
Mañjuśrīvikrīḍitasūtra,/polyglotta/index.php?page=volume&bid=2&vid=20&entity=20&kid=20
Prajñāpāramitāhṛdayasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=f38aa0c1-80ac-11e6-98cc-0050569f23b2
Pratyutpannabuddhasamādhisūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=af8fce33-ab51-11e8-8a71-0050569f23b2
Ratnaguṇasaṃcayagāthā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ec68468e-5119-11e6-98cc-0050569f23b2
Saddharmapuṇḍarīka,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=2152744c-b44c-11e4-bbf3-001cc4ddf0f4
Sarvadharmāpravṛttinirdeśa,/polyglotta/index.php?page=volume&bid=2&vid=73&entity=73&kid=73
Tathāgatagarbhasūtra,/polyglotta/index.php?page=volume&bid=2&vid=53&entity=53&kid=53
Vajracchedikā Prajñāpāramitā,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=21af821c-0cb2-11df-9e60-00215aecadea
Vimalakīrtinirdeśa,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=21af83a2-0cb2-11df-9e60-00215aecadea
Buddhāvataṃsaka 11: Proto-Buddhāvataṃsaka (Buddhanāmanirdeśa),http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=096a6dfb-6e39-11e8-8a71-0050569f23b2
Buddhāvataṃsaka 30: Daśabhūmikasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=e2da7c54-bb74-11e7-8793-0050569f23b2
Buddhāvataṃsaka 42-44: Gaṇḍavyūhasūtra,http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=6192b7c0-9318-11eb-a1c5-005056a97067
"MSV 1,00: Vinayavastūddāna: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=695504c4-eafe-11e3-942f-001cc4ddf0f4
"MSV 1,01: Pravrajyāvastu",https://www2.hf.uio.no/polyglotta/index.php?page=volume&vid=499
"MSV 1,02: Poṣadhavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=4642c78b-0953-11e4-b846-001cc4ddf0f4
"MSV 1,03: Pravāraṇāvastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=96085a60-10b3-11e4-b7a1-001cc4ddf0f4
"MSV 1,04: Varṣāvastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=8f908be4-1b55-11e4-856a-001cc4ddf0f4
"MSV 1,05: Carmavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=215bbadc-27f2-11e4-856a-001cc4ddf0f4
"MSV 1,06: Bhaiṣajyavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=c8f80f3a-e65e-11e3-942f-001cc4ddf0f4
"MSV 1,07: Cīvaravastu",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=b67610d2-dd58-11ea-bba8-0050569f23b2
"MSV 1,08: Kaṭhinavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=076db989-e661-11e3-942f-001cc4ddf0f4
"MSV 1,09: Kośāmbakavastu: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=405e3a68-e661-11e3-942f-001cc4ddf0f4
"MSV 1,10: Karmavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=30400045-e664-11e3-942f-001cc4ddf0f4
"MSV 1,11: Pāṇḍulohitakavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=bf05124b-1f9e-11e4-856a-001cc4ddf0f4
"MSV 1,12: Pudgalavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=976155db-e670-11e3-942f-001cc4ddf0f4
"MSV 1,13: Pārivāsikavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=fbec8dc4-e674-11e3-942f-001cc4ddf0f4
"MSV 1,14: Poṣadhasthāpanavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=67ee8224-e678-11e3-942f-001cc4ddf0f4
"MSV 1,15: Śayanāsanavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=c731f7b3-e678-11e3-942f-001cc4ddf0f4
"MSV 1,16: Adhikaraṇavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=5a23c4ea-e67a-11e3-942f-001cc4ddf0f4
"MSV 1,17: Saṃghabhedavastu",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=3ab31baf-e67b-11e3-942f-001cc4ddf0f4
"MSV 2,0: Prātimokṣasūtra",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=fd8b49ba-2f1f-11e3-942f-001cc4ddf0f4
"MSV 2,01: Vinayavibhaṅga: ",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ffd40f6a-0038-11e4-a105-001cc4ddf0f4
"MSV 3,0: Bhikṣuṇīprātimokṣa",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=35cd475d-31c9-11e3-942f-001cc4ddf0f4
"MSV 3,01: Bhikṣuṇīvibhaṅga:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=6c1d9374-e694-11e3-942f-001cc4ddf0f4
"MSV 4,00: Kṣudrakavastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=dedcff37-e69d-11e3-942f-001cc4ddf0f4
"MSV 5,00: Uttaragrantha 1:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=8943f83d-e69e-11e3-942f-001cc4ddf0f4
"MSV 6,00: Uttaragrantha 2:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=568973c0-e69f-11e3-942f-001cc4ddf0f4
"MSV 6,01: Upāliparipṛcchā:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=cf7aafe5-e69f-11e3-942f-001cc4ddf0f4
"MSV 6,02: Vinīta:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=1f7d9fdf-e6a0-11e3-942f-001cc4ddf0f4
"MSV 6,03: Ekottara:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=eb4982f1-eafc-11e3-942f-001cc4ddf0f4
"MSV 6,04: Pañcaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=f6c2044d-e6a0-11e3-942f-001cc4ddf0f4
"MSV 6,05: Ṣoḍaśaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=26b0b994-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,06: Nidāna:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=9aa32067-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,07: Muktaka:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ee5c75fe-e6a1-11e3-942f-001cc4ddf0f4
"MSV 6,08: Kathāvastu:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=48f2d8fe-e6a2-11e3-942f-001cc4ddf0f4
"MSV 6,09: Māṇavika:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=ca671370-e6a2-11e3-942f-001cc4ddf0f4
"MSV 6,10: Mātṛkā:",http://www2.hf.uio.no/common/apps/permlink/permlink.php?app=polyglotta&context=volume&uid=09086059-eafb-11e3-942f-001cc4ddf0f4
